	Firmicutes-Bacillaceae	Spirochaetes-Spirochaetaceae	Firmicutes-Clostridiaceae	Proteobacteria-Nitrospinaceae	Firmicutes-Anaeroplasmataceae	Verrucomicrobia-Verrucomicrobiaceae	Firmicutes-Carnobacteriaceae	Firmicutes-Ruminococcaceae	Firmicutes-Family_XVIII_Incertae_Sedis	Proteobacteria-Comamonadaceae	Proteobacteria-Piscirickettsiaceae	Candidate_division_TM7-unclassified	Planctomycetes-unclassified	Proteobacteria-Candidatus_Midichloria	Proteobacteria-VHS-B3-70	Proteobacteria-GOBB3-C201	Actinobacteria-Bifidobacteriales	Actinobacteria-AKIW543	Bacteroidetes-BSV13	Bacteroidetes-Cytophagaceae	Firmicutes-Halanaerobiaceae	Firmicutes-Family_XI_Incertae_Sedis	Bacteroidetes-Sphingobacteriaceae	Bacteroidetes-RF16	Proteobacteria-Sphingomonadaceae	Proteobacteria-Desulfonatronaceae	Proteobacteria-Rhodospirillaceae	Bacteroidetes-WCHB1-32	Nitrospirae-Nitrospiraceae	Bacteroidetes-PHOS-HE51	Bacteroidetes-Marinilabiaceae	Proteobacteria-Candidatus_Odyssella	Proteobacteria-Cardiobacteriaceae	Proteobacteria-Burkholderiaceae	Synergistetes-Synergistaceae	Proteobacteria-Moraxellaceae	Chlorobi-Chlorobiaceae	Proteobacteria-Desulfovibrionaceae	Proteobacteria-Acetobacteriaceae	Firmicutes-Veillonellaceae	Proteobacteria-Pasteurellaceae	Proteobacteria-Oleiphilaceae	Firmicutes-Staphylococcaceae	Bacteroidetes-Cryomorphaceae	Proteobacteria-LS4-241	Firmicutes-Enterococcaceae	Proteobacteria-Coxiellaceae	Bacteroidetes-vadinHA21	Candidate_division_BRC1-unclassified	Proteobacteria-Phyllobacteriaceae	Firmicutes-Thermoactinomycetaceae	Firmicutes-Aerococcaceae	Deinococcus-Thermus-Thermus	Proteobacteria-wr0007	Proteobacteria-Desulfobacteraceae	Proteobacteria-Xanthomonadaceae	Firmicutes-Erysipelotrichaceae	Cyanobacteria-Chroococcidiopsis	Proteobacteria-Bdellovibrionaceae	Proteobacteria-SM2D12	Proteobacteria-Vibrionaceae	Firmicutes-PeH08	Proteobacteria-Hahellaceae	Bacteroidetes-NS9	Firmicutes-Listeriaceae	Proteobacteria-Chromatiaceae	Firmicutes-Bacillus	Bacteroidetes-Prevotellaceae	Bacteroidetes-unclassified	Acidobacteria-Holophagaceae	Bacteroidetes-env.OPS_17	Proteobacteria-Saccharospirillaceae	Bacteroidetes-Flammeovirgaceae	Proteobacteria-Legionellaceae	Proteobacteria-Cystobacterineae	Firmicutes-Heliobacteriaceae	Proteobacteria-Nitrosomonadaceae	Proteobacteria-Shewanellaceae	Firmicutes-Alicyclobacillaceae	Proteobacteria-Methylophilaceae	Spirochaetes-unclassified	Proteobacteria-Rhodobacteraceae	Planctomycetes-Planctomycetaceae	Proteobacteria-Ferrimonadaceae	Actinobacteria-Rubrobacterales	Firmicutes-uncultured	Actinobacteria-Actinomycetales	Proteobacteria-Candidatus_Hepatincola	Proteobacteria-Succinivibrionaceae	Verrucomicrobia-DEV007	Planctomycetes-Phycisphaeraceae	Proteobacteria-Helicobacteraceae	Lentisphaerae-unclassified	Candidate_division_OP10-unclassified	Proteobacteria-Xanthobacteraceae	Proteobacteria-Alteromonadaceae	Proteobacteria-Caulobacteraceae	Proteobacteria-Sphingomonadacea	Proteobacteria-Beijerinckiaceae	Proteobacteria-Bacteriovoraceae	Proteobacteria-Erythrobacteraceae	Firmicutes-unclassified	Proteobacteria-Aeromonadaceae	Proteobacteria-Kordiimonadaceae	Bacteroidetes-Rs-E47	Proteobacteria-Oceanospirillaceae	Proteobacteria-Rhodocyclaceae	Proteobacteria-Gallionellaceae	Bacteroidetes-Bacteroidaceae	Proteobacteria-Candidatus_Liberibacter	Proteobacteria-Ellin6055	Proteobacteria-Idiomarinaceae	Proteobacteria-Methylococcaceae	Proteobacteria-Neisseriaceae	Candidate_division_SR1-unclassified	Proteobacteria-Nannocystineae	Proteobacteria-Rhizobiaceae	Proteobacteria-Candidatus_Ruthia	Proteobacteria-Pseudoalteromonadaceae	Proteobacteria-MNH4	Verrucomicrobia-Opitutaceae	Proteobacteria-Campylobacteraceae	Actinobacteria-Solirubrobacterales	Bacteroidetes-Blattabacteriaceae	Chloroflexi-unclassified	Firmicutes-Peptococcaceae	Proteobacteria-Acetobacteraceae	Proteobacteria-Geobacteraceae	Bacteroidetes-Saprospiraceae	Firmicutes-Gracilibacteraceae	Acidobacteria-Acidobacteriaceae	Proteobacteria-Rhodobiaceae	Bacteroidetes-SB-5	Cyanobacteria-Calothrix	GOUTA4-unclassified	Deferribacteres-unclassified	Bacteroidetes-Cyclobacteriaceae	Candidate_division_TM6-unclassified	Proteobacteria-Shinella_genera_incertae_sedis	Proteobacteria-Halothiobacillaceae	Bacteroidetes-KD1-131	Bacteroidetes-Porphyromonadaceae	Proteobacteria-KA1	Bacteroidetes-S24-7	Bacteroidetes-BS11	Proteobacteria-Nautiliaceae	Candidate_division_TG-1-unclassified	Actinobacteria-Coriobacteriales	Deinococcus-Thermus-Deinococcus	Firmicutes-Eubacteriaceae	Proteobacteria-Halomonadaceae	Proteobacteria-JG37-AG-15	Proteobacteria-Syntrophobacteraceae	Chlamydiae-Simkaniaceae	Firmicutes-Lactobacillaceae	Bacteroidetes-M2PB4-65	Firmicutes-OPB54	Firmicutes-Family_XIV_Incertae_Sedis	Cyanobacteria-Rivularia	Firmicutes-Syntrophomonadaceae	Proteobacteria-M20-Pitesti	Firmicutes-Proteiniborus	Bacteroidetes-p-2534-18B5	Firmicutes-Family_XII_Incertae_Sedis	Lentisphaerae-Victivallaceae	Proteobacteria-0319-6G20	Chlamydiae-Parachlamydiaceae	Firmicutes-JTB215	Verrucomicrobia-unclassified	Nitrospirae-0319-6A21	Spirochaetes-Brachyspiraceae	OPS8-unclassified	Proteobacteria-Hyphomicrobiaceae	Proteobacteria-Methylocystaceae	Bacteroidetes-Flavobacteriaceae	Bacteroidetes-Rikenellaceae	Proteobacteria-Desulfomicrobiaceae	Actinobacteria-Acidimicrobiales	Proteobacteria-Pseudomonadaceae	Proteobacteria-alphaI_cluster	Firmicutes-Peptostreptococcaceae	Proteobacteria-Desulfuromonadaceae	Proteobacteria-Enterobacteriaceae	Proteobacteria-FukuN57	Proteobacteria-Brucellaceae	Firmicutes-Thermoanaerobacteraceae	Fusobacteria-Fusobacteriaceae	Proteobacteria-unclassified	Proteobacteria-Desulfohalobiaceae	Proteobacteria-LWSR-14	Firmicutes-Family_XIII_Incertae_Sedis	Proteobacteria-Sorangiineae	Firmicutes-PeH36	Proteobacteria-Aurantimonadaceae	Proteobacteria-Holosporaceae	Spirochaetes-Leptospiraceae	Cyanobacteria-unclassified	Acidobacteria-unclassified	NPL-UPA2-unclassified	Fusobacteria-Leptotrichiaceae	Deinococcus-Thermus-Truepera	Chloroflexi-Anaerolineaceae	Proteobacteria-Ectothiorhodospiraceae	Proteobacteria-CHAB-XI-27	Proteobacteria-Hydrogenophilaceae	Bacteroidetes-PeH15	Thermodesulfobacteria-Thermodesulfobacteriaceae	Firmicutes-Streptococcaceae	Proteobacteria-Fangia	Firmicutes-Leuconostocaceae	Proteobacteria-MN_122.2a	Proteobacteria-Bradyrhizobiaceae	Proteobacteria-Hyphomonadaceae	Proteobacteria-TJ1	Chrysiogenetes-Chrysiogenaceae	Proteobacteria-Sinobacteraceae	Bacteroidetes-Prolixibacter	Firmicutes-Planococcaceae	Proteobacteria-Anaplasmataceae	Proteobacteria-Granulosicoccaceae	Aquificae-Aquificaceae	Bacteroidetes-Rhodothermaceae	Proteobacteria-Methylobacteriaceae	Firmicutes-Lachnospiraceae	Proteobacteria-Alcaligenaceae	Bacteroidetes-Chitinophagaceae	Firmicutes-Paenibacillaceae	Verrucomicrobia-Puniceicoccaceae	Proteobacteria-Nordella	Firmicutes-Mycoplasmataceae	Proteobacteria-NB-1d	Bacteroidetes-SB-1	Proteobacteria-Oxalobacteraceae
G_diarrhea_009	0	2	23	0	263	0	6	2645	0	13	0	2	10	0	0	0	5	0	0	2	0	2	11	3	1	0	11	0	0	2	22	0	0	0	0	12	0	12	0	91	9	0	4	0	0	1	0	0	0	1	0	8	0	0	0	9	701	0	0	0	28347	0	0	0	0	0	0	22620	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	7	0	0	51	0	254	0	0	1	1	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	231	0	0	0	0	1	0	0	0	3	0	1	0	1475	16	0	1	0	0	0	0	0	0	0	0	0	37	0	2	0	0	0	0	24	0	32	1	0	1	44	0	25	1	0	1	0	24	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	46	0	0	28	0	1	0	73	0	0	0	4	2	0	0	3	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	108	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	5120	721	3	0	0	0	1	0	0	1
B_diarrhea_045	0	0	415	0	0	2	1	3	0	148	0	0	0	0	0	0	2	0	0	0	0	1	13	0	10	0	12	0	0	0	0	0	0	6	0	25	0	0	0	0	1	0	53	0	0	1	0	0	0	3	0	26	0	0	1	60	4	0	0	0	8	0	0	0	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	17	0	0	0	0	0	0	0	23	0	0	1	0	0	1	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	31	0	0	0	6134	0	0	1	27699	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2996	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	341	767	1	0	0	0	0	0	0	0
B_recovery_d045	0	0	85	0	7	0	29	13767	0	0	0	0	0	0	0	0	859	0	0	13	0	52	0	0	0	0	0	0	0	0	460	0	0	0	1	0	1	1918	0	1664	5	0	3	0	0	545	1	0	0	0	0	3	0	0	0	2	1009	0	0	0	5	0	0	0	0	0	0	5511	0	0	0	0	24	0	0	3	0	0	0	0	0	123	0	0	0	0	31	0	3600	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	23799	0	0	0	0	0	2	0	0	0	2	0	0	6	0	0	1	4	0	0	0	2	0	0	0	0	2	0	9	0	0	0	0	95	0	121	19	0	0	378	0	4	1	0	0	2	318	0	0	0	6	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	906	0	0	1	0	238	0	10856	0	0	0	10	3	0	0	110	0	18	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2797	0	591	0	0	0	0	0	0	2	0	0	0	0	0	0	10293	58	0	1	0	0	0	0	0	36
E_diarrhea_065	22	1	5	3	0	0	13	23	0	18	0	0	0	0	0	0	562	0	0	1	0	41	4	0	70	0	1	0	0	0	0	0	0	61	7	108	0	0	0	267	39	0	336	0	0	17	0	0	0	0	0	10	0	0	0	10	6	0	0	0	852	1	1	0	0	4	0	34	0	0	0	0	0	0	0	0	0	1	0	1	0	55	0	0	1	0	153	0	1	0	0	107	0	0	0	0	8	0	0	1	0	0	18	0	0	0	0	0	10	0	0	0	0	6	1	0	7	0	0	0	1	4	1	0	1	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37	0	1	4	2	0	0	0	44	0	2	0	1467	0	0	0	2879	3	6	0	1	0	0	0	0	0	28	0	0	188	0	0	0	0	0	0	0	32988	0	0	0	9	0	0	0	9	0	0	0	0	0	0	2	139	2	30	0	0	0	0	0	0	1
G_recovery_d010	0	0	8	0	5	0	4	9977	0	1	0	0	0	0	0	0	4395	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	10	0	31	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2697	0	0	0	6	0	0	0	0	0	0	7415	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	178	0	890	1	0	0	2557	0	0	0	0	0	1	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	10	0	117	0	156	0	0	0	2	0	0	0	159	0	0	0	0	0	1	25	0	0	0	0	0	0	0	0	0	33	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8642	14	0	0	0	0	2	0	0	0
G_diarrhea_005	2	8	33	0	215	0	9	6701	0	13	0	0	31	0	0	0	27	0	0	3	0	11	2	0	1	0	10	0	0	1	64	0	0	0	1	46	0	22	0	222	20	0	2	0	0	4	0	0	0	1	0	12	0	0	0	14	1755	0	0	0	45057	0	0	0	0	1	0	29087	0	0	0	0	235	0	0	0	0	0	0	0	1	3	0	4	0	0	92	0	1718	0	0	4	0	0	0	0	1	0	0	0	0	6	18	0	0	0	0	0	207	0	0	0	0	5	0	0	0	12	0	3	0	1692	45	0	1	0	0	0	0	0	0	0	0	0	52	0	0	0	1	0	0	51	0	99	0	0	0	280	0	23	4	0	0	0	78	0	0	0	0	25	0	3	0	0	0	0	0	10	1	0	2	0	0	0	3	140	0	0	12	0	30	0	262	0	0	0	6	1	0	0	27	0	0	0	0	2	11	0	0	2	0	0	0	0	0	0	1	105	1	0	0	1	0	0	0	0	5	0	1	0	0	0	0	9080	954	3	0	1	0	4	0	0	0
G_recovery_d015	32	1	960	0	12	0	1	14110	1	0	0	0	1	0	48	0	5261	0	0	0	0	5	2	0	0	0	0	0	0	0	92	0	0	0	3	0	6	244	0	104	2	0	1	0	0	24	0	0	0	0	0	1	0	0	0	0	1123	0	0	0	5	0	0	0	0	0	0	5911	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	1	0	0	0	0	3	0	2	0	0	0	2	165	0	735	0	0	0	281	0	3	32	0	0	2	196	0	0	0	0	1	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	18	0	0	1	0	78	0	879	0	0	0	3	0	0	0	108	0	0	0	0	0	41	8	0	0	0	0	0	0	0	0	0	11	0	6	0	0	0	0	0	0	158	0	0	0	0	0	1	18509	14	0	1	0	0	4	0	0	0
F_recovery_d045	0	0	1113	0	5	0	4	19485	0	0	0	0	5	0	1	0	36	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	19	0	0	0	2	6	0	1962	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0	2	0	0	0	0	0	0	18356	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	1963	0	0	0	0	0	0	0	0	0	0	0	1	86	0	0	0	0	0	0	40	0	0	0	0	9	0	0	0	0	0	1	0	11	11	0	0	1	2	0	0	3	0	0	0	0	3	0	1	0	0	0	0	16	0	0	0	0	0	59	0	0	5	0	0	1	49	0	0	0	2	1	0	61	0	0	0	0	0	10	0	0	0	0	8	0	0	152	0	0	0	0	158	0	5636	0	0	0	0	3	0	0	16	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	177	0	6	0	0	0	0	0	0	10	0	0	0	1	0	0	14628	26	0	2	0	0	1	0	0	0
B_diarrhea_041	2	0	8281	0	0	15	0	9	0	10	0	0	0	0	0	0	5	0	0	0	0	0	5	0	24	0	18	0	0	0	0	0	0	15	0	21	0	0	0	12	15	0	0	0	0	0	0	0	0	3	0	1	0	0	3	59	4	0	5	0	8	0	0	0	0	6	0	103	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	6	0	276	0	0	1	0	0	0	0	36	0	0	30	0	0	4	0	0	1	7	0	3	0	0	0	0	8	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	52	0	1	0	1189	0	0	0	28043	27	8	0	0	0	0	2	0	0	24	0	0	1	0	0	0	0	1	0	0	6189	0	0	0	1	0	0	0	12	0	0	0	0	0	0	1	207	1642	0	0	0	0	0	0	0	0
B_diarrhea_020	0	0	44	0	0	0	123	86	0	134	0	4	2	0	0	0	59	0	0	1	0	73	0	0	5	0	0	0	0	0	0	0	0	0	0	6	0	2	0	537	178	0	12	0	0	6	0	0	0	3	0	3	1	0	2	14	156	0	0	0	36300	0	0	0	0	1	0	1158	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	704	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	82	0	0	0	0	157	0	0	0	9	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	20	0	11	2	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	4	0	6	0	7808	0	0	0	9109	0	2	0	14	0	0	0	0	0	16	0	0	646	0	0	0	0	0	0	0	1991	0	29	0	3	0	0	0	0	0	0	0	0	0	0	0	1600	213	1	1	0	0	0	0	0	1
D_recovery_d023	1	0	256	0	0	0	47	1210	0	1	0	0	0	0	0	1	17420	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	8	25	0	2	0	0	37	0	0	0	0	0	36	0	0	0	6	322	0	0	0	4	0	0	0	0	0	0	91	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	1	0	0	0	17738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	1696	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9088	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	567	8	0	1	0	0	0	0	0	0
C_diarrhea_113	0	0	4	0	5	0	82	11	0	0	0	0	0	0	0	0	87	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	105	0	0	6	0	0	0	0	0	69	0	0	0	3	94	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	17	0	69	0	0	0	4	0	0	0	1	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	35406	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	5779	0	0	0	0	0	0	0	0	0
