ID,BS1D,BS1S,BS2D,BS2S,BS3D,BS3S,BS4D,BS4S,BS5D,BS5S,BS6D,BS6S,BS7D,BS7D,PS1D,PS1S,PS2D,PS2S,PS3D,PS3S,PS4D,PS4S,PS5D,PS5S,PS6D,PS6S,PS7D,PS7S
COG244,0.0257899,0.0257899,0.0343866,0.0257899,0.012895,0.00859664,0.0644748,0.0300882,0.0214916,0.00429832,0.012895,0.012895,0.0343866,0.0343866,0.00323415,0.00429832,0.0452781,0.0905563,0.0468952,0.0371928,0.00859664,0.0171933,0.0921734,0.0776197,0.0921734,0.0355757,0.130983,0.0171933
COG24413,0.0165417,0.00827087,0.0165417,0,0.0124063,0.00827087,0.0124063,0.0248126,0.00827087,0,0.0165417,0.00413544,0.0124063,0.0124063,0,0,0.00413544,0,0,0,0,0,0.00413544,0.00413544,0.00413544,0,0.00827087,0.00827087
COG24416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24431,0,0.0467532,0.0155844,0,0.0467532,0.0155844,0.0155844,0.0155844,0.0467532,0,0.0155844,0,0,0,0,0.155844,0.077922,0.0623376,0.077922,0.0155844,0.077922,0.0467532,0.155844,0.0155844,0.0467532,0,0.0467532,0
COG24436,0,0,0,0,0,0,0.0143713,0,0,0,0,0,0.0143713,0.0143713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2444,0.0598518,0.099753,0.0427513,0.068402,0.0171005,0.0142504,0.0712521,0.0427513,0.0513015,0.0598518,0.0427513,0.034201,0.0570017,0.0570017,0.00855026,0.00855026,0.00855026,0,0.00855026,0,0.00855026,0.0228007,0.0114003,0.00285009,0.00285009,0.0142504,0.0256508,0.0285009
COG24444,0.0214176,0.018358,0.00611933,0.0214176,0,0,0.0214176,0,0.00611933,0.00611933,0.00611933,0.00611933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24448,0,0.311624,0,0,0,0.0230833,0.0115416,0.0115416,0,0,0,0,0,0,0.0230833,0.542456,0.092333,0.092333,0.0230833,0.115416,0.0230833,0.0461665,0,0,0,0,0.0115416,0.0115416
COG24453,0,0.0173077,0,0,0.0230769,0.0173077,0.0173077,0.00576923,0.0173077,0.0115385,0.0173077,0,0.0173077,0.0173077,0.00576923,0.0692308,0.0807692,0.0923077,0.0980769,0.0576923,0.126923,0.109615,0.132692,0.0692308,0.0865385,0.0346154,0.126923,0.0519231
COG24461,0.00210349,0.0967606,0.00841397,0.0378629,0.00420698,0.0189314,0.0462768,0.0441733,0.0273454,0.0441733,0.0105175,0.0525873,0.00841397,0.00841397,0.0168279,0.012621,0.00210349,0.00631048,0,0.00210349,0.0105175,0.0210349,0.00631048,0.00210349,0,0.00841397,0.00210349,0.012621
COG24464,0,0.105307,0.0117008,0.0087756,0,0.0087756,0.0058504,0,0.0029252,0,0,0,0.0087756,0.0087756,0.0058504,0.119933,0.029252,0.0526536,0.0058504,0.0526536,0.0175512,0.0117008,0.0029252,0.0029252,0,0.0058504,0.0029252,0
COG24466,0,0,0,0,0,0,0,0,0.0134228,0,0.00671141,0.00671141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24468,0.141343,0.111055,0.0524987,0.0302877,0.0524987,0.0100959,0.0807673,0.0565371,0.0807673,0.0565371,0.0625946,0.0302877,0.113074,0.113074,0.0424028,0.0242302,0.0323069,0.022211,0.0181726,0.00807673,0.0363453,0.0343261,0.0242302,0.0302877,0.00807673,0.044422,0.0605755,0.0464412
COG24469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24489,0,0.0136986,0,0.00456621,0,0.00913242,0,0,0.00913242,0.00456621,0,0,0.00456621,0.00456621,0,0.00456621,0,0,0,0,0,0,0,0,0,0.00456621,0,0
COG24492,0.00553537,0.044283,0.0193738,0.01799,0.0110707,0.00830306,0.026293,0.0138384,0.0193738,0.026293,0.01799,0.0276769,0.0110707,0.0110707,0.01799,0.0387476,0.0193738,0.0249092,0.00553537,0.00691922,0.0207577,0.0401315,0.0193738,0.0276769,0.00276769,0.0332122,0.0415153,0.0428992
COG245,0.13244,0.08514,0.06622,0.0946,0.01892,0.06622,0.0946,0.10406,0.10406,0.11352,0.12298,0.08514,0.0946,0.0946,0.02838,0.03784,0.01892,0.02838,0.00946,0.00946,0.01892,0.06622,0.03784,0,0,0.02838,0.0473,0.08514
COG24505,0.0232005,0.0553242,0.0035693,0.0124926,0.0160619,0.0214158,0.0374777,0.0446163,0.0214158,0.0178465,0.0160619,0.0124926,0.00535396,0.00535396,0.123141,0.0945866,0.0571089,0.10351,0.0553242,0.0678168,0.151695,0.139203,0.0945866,0.0785247,0.0678168,0.041047,0.0713861,0.035693
COG24529,0.12508,0.133419,0.0333547,0.0500321,0.0333547,0.100064,0.116741,0.225144,0.100064,0.0667094,0.108403,0.0667094,0.133419,0.133419,0.508659,0.892238,1.05901,0.8839,1.04233,0.992303,1.81783,1.8762,1.11738,0.900577,0.725465,0.617062,1.1424,0.575369
COG24534,0,0.129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16129,0.016129,0.0806452,0,0.0483871,0.016129,0.0645161,0,0,0.016129,0,0,0
COG24548,0.0432114,0.0216057,0.0216057,0.03781,0.00540142,0.018905,0.056715,0.0432114,0.0270071,0.0162043,0.0270071,0.0351093,0.03781,0.03781,0.00540142,0.00540142,0.00540142,0.00810214,0.00270071,0.00810214,0.0135036,0.0162043,0.0162043,0.00810214,0.00270071,0.0108028,0.0108028,0.0270071
COG2455,0,0,0.0369192,0,0,0,0.129217,0.0369192,0,0,0,0.0184596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184596,0,0.0184596
COG24557,0,0,0.00662252,0,0,0,0.0198675,0,0.00662252,0,0.00662252,0,0.0331126,0.0331126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24560,0.031551,0.0504816,0.0126204,0.0189306,0.0063102,0.0126204,0.0126204,0,0.0063102,0.0126204,0,0.0063102,0,0,0,0.0063102,0.0378612,0.0126204,0.0126204,0,0.0189306,0,0.0189306,0,0,0.0063102,0.0378612,0.0378612
COG2456,0.0832488,0.0989985,0.0607491,0.0427494,0.0269996,0.0179997,0.0607491,0.0337495,0.067499,0.0314995,0.0494993,0.00899987,0.0494993,0.0494993,0.0224997,0.00899987,0.00899987,0.0067499,0.0067499,0.00224997,0.00899987,0.0134998,0.00449993,0.00899987,0.00224997,0.0224997,0.0247496,0.0359995
COG24572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2458,0.03569,0.0758412,0.0312287,0.0490737,0,0.00446125,0.0401512,0.0223062,0.03569,0.017845,0.017845,0.0133837,0.0490737,0.0490737,0.0089225,0.0133837,0.0133837,0.00446125,0.0089225,0.00446125,0.0089225,0.0133837,0.00446125,0.0089225,0,0.00446125,0.0267675,0.0223062
COG24585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2460,0.027959,0.116496,0.0139795,0.0232992,0.00465983,0.00931966,0.0512582,0.00931966,0.0372787,0.00465983,0.00931966,0.00465983,0.0232992,0.0232992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465983
COG24602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24617,0.0440747,0.0456488,0.0267596,0.0299078,0.0188891,0.0236114,0.0125928,0.00787047,0.0377783,0.0125928,0.0188891,0.0188891,0.0251855,0.0251855,0.0267596,0.0204632,0.0267596,0.0236114,0.0141669,0.0125928,0.0267596,0.0409265,0.0110187,0.017315,0.00787047,0.0188891,0.0125928,0.0141669
COG24620,0,0.159744,0.159744,0.0638978,0.207668,0.0798722,0.191693,0.239617,0.14377,0.0319489,0.127796,0.0479233,0.367412,0.367412,0,0.319489,0.383387,0.319489,0.447284,0.223642,0.638978,0.559105,0.415335,0.239617,0.383387,0.14377,0.495208,0.159744
COG24626,0.0118092,0.00236183,0,0.00236183,0,0,0,0,0,0,0,0,0,0,0.0070855,0.00472367,0.00236183,0.00236183,0,0,0.0070855,0.0070855,0,0,0,0.00944733,0.0165328,0.0236183
COG24642,0,0.0235988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235988,0,0,0,0,0,0,0,0,0,0,0,0.0235988
COG24649,0,0.00401606,0,0.00401606,0,0.00401606,0,0.00803213,0.00401606,0.00401606,0.00803213,0.0120482,0.00401606,0.00401606,0,0,0,0,0,0,0,0,0,0,0,0.00401606,0,0
COG24650,0,0.0127796,0.00638978,0.00638978,0,0,0,0,0,0,0,0.00638978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24668,0.00532387,0.00266193,0.00266193,0,0,0,0.0133097,0,0.0106477,0.00532387,0,0.00266193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2468,0.0595828,0.274998,0.0687494,0.0549995,0.119166,0.0824993,0.151249,0.128332,0.100832,0.0549995,0.151249,0.0504162,0.187915,0.187915,0.114582,0.458329,0.343747,0.371247,0.325414,0.297914,0.563745,0.504162,0.490412,0.252081,0.366664,0.0962492,0.554579,0.128332
COG24687,0,0.0677966,0.0225989,0.0225989,0,0.0225989,0,0.0225989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2470,0.0255141,0.0701638,0.0127571,0.0446497,0,0.0191356,0.0510283,0.0191356,0.0318927,0.0127571,0.0127571,0.0255141,0.0318927,0.0318927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637853
COG247,0.0153585,0.0652735,0.0115189,0.0383962,0.0115189,0.00767924,0.049915,0.0383962,0.0230377,0.0115189,0.0115189,0.0345566,0.0307169,0.0307169,0,0,0,0,0,0,0.00637853,0,0,0,0,0,0.00637853,0.00383962
COG24702,0.00280899,0.00842697,0.0252809,0,0.0337079,0.00280899,0.011236,0.0252809,0.00280899,0.00280899,0.0280899,0.00280899,0.0589888,0.0589888,0,0.0168539,0.0477528,0.0168539,0.0337079,0.011236,0.0758427,0.0674157,0.0449438,0.0168539,0.0365169,0.00561798,0.0926966,0
COG2472,0.0250862,0.0533082,0.0125431,0.0188147,0,0.00940734,0.0188147,0.00940734,0.00627156,0.0156789,0,0.00940734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313578,0,0
COG24722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24724,0.0126582,0.0253165,0.0126582,0.0126582,0,0.0126582,0,0.0253165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24736,0.0206863,0.0496471,0,0.0330981,0,0.0124118,0,0.00827452,0.00827452,0.016549,0,0.00413726,0,0,0,0,0,0,0,0,0.00413726,0,0,0,0,0,0,0.00827452
COG2476,0.102006,0.0728612,0.082576,0.0582889,0.0364306,0.0291445,0.0850047,0.082576,0.0680038,0.0655751,0.041288,0.0510028,0.0971482,0.0971482,0.00485741,0.00728612,0.00485741,0.0121435,0,0.00971482,0.0145722,0.0242871,0.00242871,0.00485741,0.00485741,0.0145722,0.00971482,0.0170009
COG24786,0.035861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24793,0,0.0028663,0.00859889,0,0.0028663,0,0.0257967,0.0028663,0.00859889,0,0.00573259,0,0.0114652,0.0114652,0,0,0,0,0,0,0.0028663,0,0,0,0,0,0,0
COG24794,0,0.0111111,0.0333333,0,0.0111111,0,0.0111111,0,0.0333333,0,0,0,0.0333333,0.0333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG248,0.0186242,0.0372484,0.0186242,0.0651847,0.0186242,0.0186242,0.0744968,0.0186242,0.0186242,0.00931211,0.0186242,0.00931211,0.0279363,0.0279363,0,0,0,0,0,0,0.00931211,0,0,0,0,0,0.00931211,0.00931211
COG24802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24813,0.00110375,0.00551876,0.00883002,0.00441501,0.00551876,0.00551876,0.0110375,0.0110375,0.0198675,0.0198675,0.0121413,0.013245,0.013245,0.013245,0,0.00331126,0,0.00220751,0,0.00110375,0,0.00441501,0,0,0,0,0,0.00220751
COG24822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24837,0,0,0,0,0,0,0,0,0,0,0.0123457,0,0.0123457,0.0123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24839,0.0237389,0.0534125,0.0296736,0.0474777,0.0296736,0.041543,0.0712166,0.0593472,0.041543,0.0534125,0.041543,0.0474777,0.0178042,0.0178042,0.0118694,0,0.0118694,0.0178042,0,0,0,0,0,0,0,0,0,0.00593472
COG24840,0,0.131579,0.0131579,0.0263158,0,0,0.0131579,0.0263158,0.0131579,0.0131579,0,0.0131579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24854,0,0.190889,0.0119306,0.0357917,0,0.0119306,0.0238612,0.0119306,0,0.0238612,0,0.0238612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2486,0.0147807,0.0541959,0,0.0197076,0.0049269,0.00985381,0.0541959,0.0049269,0.0147807,0,0.0049269,0,0.0049269,0.0049269,0,0,0,0,0,0,0,0,0,0,0,0.0049269,0,0
COG2487,0.0348912,0.0872279,0.0237894,0.0681963,0.00475788,0.0364771,0.0555087,0.0507508,0.0348912,0.0507508,0.0237894,0.0444069,0.0570946,0.0570946,0,0,0,0,0.00158596,0,0.00475788,0.00317192,0,0.00158596,0,0.00634385,0.00634385,0.00634385
COG24885,0.0104575,0.0366013,0,0.0104575,0.0104575,0.0313725,0.0732026,0.0836601,0.0366013,0.0261438,0.0418301,0.0522876,0.0313725,0.0313725,0.188235,0.329412,0.313725,0.397386,0.465359,0.350327,0.679739,0.700654,0.465359,0.318954,0.261438,0.261438,0.454902,0.146405
COG24888,0,0,0,0,0,0,0.0185185,0,0,0,0.0185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG249,0,0,0.154512,0.0115453,0.0927075,0,0.12361,0.131336,0.12361,0.100433,0.0772562,0.100433,0.162238,0.162238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2490,0.200866,0.154512,0.0346359,0.115884,0.0346359,0.108159,0.0923623,0.0346359,0.0346359,0.0115453,0.0346359,0.0115453,0.0461812,0.0461812,0.0309025,0.0154512,0.0309025,0.0154512,0.0231769,0.0231769,0,0.00772562,0.0231769,0.0154512,0.00772562,0.0154512,0.0231769,0.0154512
COG24907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2491,0.020851,0.0511796,0.0132688,0.0199032,0.00568663,0.0180077,0.0161121,0.0255898,0.0303287,0.0265376,0.0255898,0.0284331,0.0227465,0.0227465,0.0113733,0.0170599,0.0236943,0.0189554,0.0360153,0.024642,0.045493,0.0521274,0.0284331,0.0312764,0.00758217,0.0284331,0.0180077,0.0350675
COG24919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24925,0.0424717,0.052465,0.0124917,0.01499,0.0199867,0.00499667,0.0199867,0.00249833,0.0124917,0.0124917,0.00249833,0.00249833,0.00499667,0.00499667,0,0,0,0.00249833,0,0,0,0,0,0,0,0,0,0.00499667
COG24929,0.0111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24933,0.00291545,0,0,0,0,0,0.0058309,0,0,0.00291545,0.00291545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2495,0.0269675,0.0616401,0.0346725,0.0500826,0.0192625,0.023115,0.0693451,0.038525,0.0500826,0.0423776,0.0500826,0.0616401,0.0809026,0.0809026,0.01541,0.0115575,0.0038525,0.01541,0,0.0038525,0.0192625,0,0.0038525,0,0,0.0192625,0,0.00770501
COG24954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG24960,0,0.0666667,0.0222222,0,0,0,0,0,0.0444444,0.0444444,0.00425324,0,0,0,0,0,0,0,0,0,0,0,0.0222222,0,0,0,0,0
COG2496,0.0212662,0.0808116,0.0127597,0.0425324,0.017013,0.0297727,0.0595454,0.0467857,0.0255194,0.0255194,0.0444444,0.0212662,0.00425324,0.00425324,0.0222222,0.0444444,0,0,0,0,0.0222222,0.0444444,0.00425324,0,0,0.00425324,0.00425324,0.00850648
COG24961,0,0.0391937,0.00261292,0.00783875,0,0,0.0130646,0.00261292,0.00522583,0.00261292,0,0.00783875,0,0,0.00261292,0,0,0,0,0,0,0.00522583,0,0.00261292,0,0.00261292,0,0.00261292
COG24985,0.0684932,0.0898973,0.0171233,0.0214041,0.0128425,0.0299658,0.00428082,0.0299658,0.0342466,0.00856164,0.00428082,0.0128425,0.00856164,0.00856164,0.0171233,0.0171233,0.00428082,0.00856164,0.00428082,0.00856164,0.0128425,0.0214041,0.00428082,0.0128425,0,0.0171233,0.0128425,0.0299658
COG24994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG250,0.0474883,0.0746245,0.0576644,0.0678404,0.0169601,0.00678404,0.0610564,0.0508803,0.0237441,0.0169601,0.0169601,0.0203521,0.0610564,0.0610564,0.00339202,0.00339202,0,0,0,0,0.0101761,0.00678404,0.00339202,0.00339202,0.00339202,0.0135681,0.0169601,0.0101761
COG25002,0.0148649,0.0247748,0,0,0.0060108,0.0180324,0,0,0,0.00495495,0.00990991,0,0.0297297,0.0297297,0.0090162,0.0693694,0.0090162,0.0060108,0.00339202,0.0030054,0.0180324,0.00495495,0.0090162,0.015027,0.0030054,0.0030054,0.0148649,0.00990991
COG25,0.0390702,0.120482,0.0270486,0.030054,0.0148649,0,0.0571026,0.0330594,0.0270486,0.0210378,0.030054,0.0240432,0.0330594,0.0330594,0,0.0270486,0.0297297,0.0198198,0.0148649,0.00495495,0.0247748,0.0210378,0.0297297,0,0.0148649,0.00495495,0.0240432,0.030054
COG25006,0,0.0691242,0.0133869,0.0535475,0,0.0133869,0.0267738,0.0133869,0.0267738,0.0267738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG25022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG25035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2504,0.0521912,0.0456673,0.0293575,0.0228336,0.0163097,0.0195717,0.0913346,0.065239,0.0195717,0.0195717,0.0195717,0.0326195,0.0228336,0.0228336,0.0065239,0.00978585,0.00326195,0.00978585,0.00326195,0.0065239,0.0228336,0.0163097,0.0065239,0.00326195,0,0.00326195,0.0065239,0.0260956
COG25044,0.0946143,0.0693838,0.0536148,0.0220767,0.0599224,0.0283843,0.06623,0.0756914,0.0693838,0.0283843,0.0630762,0.00630762,0.145075,0.145075,0.283843,0.141921,0.261766,0.211305,0.277535,0.19869,0.353227,0.372149,0.359534,0.173459,0.283843,0.10723,0.362688,0.0946143
COG25047,0,0.063927,0,0.0159817,0,0.0159817,0,0,0,0,0,0,0,0,0,0.207763,0.0159817,0.0319635,0.0159817,0.0479452,0.0319635,0.0319635,0,0,0,0,0,0
COG25048,0.015534,0.0776699,0,0.031068,0,0,0.031068,0.015534,0.015534,0.015534,0.015534,0.015534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG25050,0,0.0238095,0,0.0595238,0,0.0119048,0.047619,0.0238095,0.0119048,0.0238095,0,0.0119048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG25053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG25062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG25068,0,0.0147524,0.00210748,0,0,0,0.00421496,0,0.00632244,0.00210748,0.0168599,0.00842993,0.00842993,0.00842993,0.00210748,0,0,0,0,0,0,0.00842993,0.00210748,0,0.00421496,0,0.00632244,0.00421496
COG25069,0,0,0,0,0,0,0,0,0,0,0,0,0.0135135,0.0135135,0,0,0,0,0.027027,0.0135135,0.027027,0,0.0135135,0.027027,0.027027,0.0135135,0.0540541,0.0135135
COG2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG25094,0.0239044,0,0,0,0.0239044,0,0.0358566,0,0.0239044,0,0.0119522,0.0119522,0,0,0,0,0,0,0,0,0.0119522,0,0.0119522,0.0119522,0,0,0,0
COG25097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG25117,0,0.0650651,0,0.02002,0,0.015015,0.01001,0.015015,0.00500501,0.01001,0.00500501,0,0.01001,0.01001,0,0.03003,0.025025,0.0550551,0.04004,0.04004,0.045045,0.0750751,0.04004,0.035035,0.045045,0.00500501,0.0500501,0.015015
COG25118,0,0,0,0.0174129,0,0,0.0522388,0,0,0.0174129,0,0,0.0174129,0.0174129,0,0,0,0,0,0,0,0,0,0.0174129,0,0,0,0
COG25119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2512,0.156347,0.179339,0.105764,0.105764,0.0413859,0.032189,0.128756,0.0919686,0.110362,0.064378,0.064378,0.0505827,0.0735749,0.0735749,0.032189,0.0459843,0.0229922,0.0229922,0,0.0229922,0.0459843,0.0459843,0.0183937,0.0183937,0,0.0597796,0.032189,0.064378
COG25122,0,0,0.0182648,0,0,0,0,0,0,0,0.0182648,0,0.0365297,0.0365297,0,0,0,0,0,0,0.0182648,0,0,0,0,0,0,0
COG25124,0.00801603,0,0.0160321,0,0.0160321,0,0.0160321,0.00801603,0,0,0,0,0.0881764,0.0881764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG25127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG25131,0,0.00208551,0,0,0,0,0.00417101,0.00417101,0.00417101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208551,0,0,0,0,0
COG2514,0.0221239,0.0821745,0.0347661,0.0442478,0.0189633,0.00948167,0.0505689,0.0442478,0.028445,0.0221239,0.0221239,0.00632111,0.0474083,0.0474083,0,0,0,0.00316056,0,0.00316056,0,0,0.00316056,0,0,0,0.00632111,0.0158028
COG25145,0,0,0,0,0,0,0,0,0,0,0.0235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG2515,0.177503,0.377827,0.10143,0.0887514,0.139466,0.149609,0.228218,0.329648,0.164824,0.177503,0.111573,0.121716,0.190182,0.190182,0.431078,0.550259,0.646617,0.636474,0.499544,0.580688,0,0,0.649153,0.628867,0.479258,0.410792,0.618724,0.499544
COG25151,0.00650195,0,0.00650195,0,0,0,0.0130039,0.00650195,0,0,0,0,0.00650195,0.00650195,0.0260078,0.0195059,0.0130039,0.00650195,0,0,1.03712,1.20702,0.00650195,0,0,0,0.00650195,0.0260078
COG25156,0,0.299825,0.0111046,0,0.0444185,0.0111046,0.0555231,0.0111046,0.0444185,0.0111046,0.0555231,0,0.210988,0.210988,0,0.521917,0.188779,0.088837,0.210988,0.14436,0.266511,0.0999416,0.222092,0.088837,0.166569,0.0222092,0.244302,0.0444185
COG25172,0.00898732,0.00641952,0.012839,0.0102712,0.00513561,0.0154068,0.0218264,0.0115551,0.05264,0.0179746,0.0500722,0.012839,0.0166907,0.0166907,0.00513561,0.00770342,0.0012839,0.00641952,0.00256781,0.00256781,0.00256781,0.00513561,0.0012839,0,0,0.0102712,0.012839,0.0218264
COG25175,0.0115207,0,0.015361,0.015361,0,0.00768049,0.0192012,0.015361,0.0460829,0.015361,0.0192012,0.0230415,0.0115207,0.0115207,0.00384025,0,0,0.015361,0.00384025,0.00384025,0,0.00768049,0.00384025,0,0.00384025,0.0115207,0,0.00384025
COG25196,0,0.0408163,0,0,0,0,0,0,0.0136054,0,0.0136054,0,0,0,0,0.0612245,0,0,0.0136054,0,0.00680272,0,0.047619,0,0.00680272,0.00680272,0,0
COG2520,0.0381323,0.0921532,0.0285993,0.0508431,0.00635539,0.0158885,0.0508431,0.0381323,0.0571985,0.0222439,0.0254216,0.0158885,0.0285993,0.0285993,0,0.0158885,0,0,0,0,0.0031777,0,0,0,0,0,0,0.00635539
COG252,0.0457097,0.0625501,0.0168404,0.0120289,0.00962309,0.00962309,0.0360866,0.021652,0.0240577,0.0144346,0.0168404,0.0120289,0.0360866,0.0360866,0.0031777,0.00240577,0,0.0031777,0,0,0.00481155,0.00721732,0,0.0031777,0,0,0.00481155,0.00962309
COG25212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG25215,0.00803366,0.00535578,0.00267789,0.00267789,0.00803366,0.0214231,0.0187452,0.0187452,0.0267789,0.048202,0.0214231,0.0267789,0.0160673,0.0160673,0,0,0,0,0,0,0,0,0,0,0.00535578,0.00803366,0,0.00267789
COG2522,0.0328351,0.0858764,0.0252578,0.0328351,0.0126289,0.022732,0.0909279,0.045464,0.0378866,0.045464,0.0429382,0.0429382,0.0429382,0.0429382,0.00757733,0,0.00505155,0.00505155,0,0.00252578,0.00252578,0.00252578,0.00757733,0,0,0.0101031,0.00252578,0.0101031
COG25223,0.0010929,0.0010929,0.00327869,0.00765027,0.00327869,0.00218579,0.00874317,0.00765027,0.0295082,0.0174863,0.0163934,0.0153005,0.00983607,0.00983607,0.00874317,0.00437158,0.00327869,0.00327869,0.00327869,0.00437158,0.0010929,0.00218579,0.00218579,0.00655738,0.00327869,0.00437158,0.00437158,0.0284153
COG25228,0,0.00894188,0,0.0268256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG25245,0.0661461,0.0955443,0.0661461,0.0367478,0.0367478,0.0293983,0.0367478,0.0587965,0.0808452,0.0146991,0.00734956,0.0440974,0.0661461,0.0661461,0.110243,0.0955443,0.0808452,0.0440974,0.0514469,0.0293983,0.0661461,0.0808452,0.0367478,0.0220487,0.0220487,0.0146991,0.0293983,0.0146991
