ID,BS1D,BS1S,BS2D,BS2S,BS3D,BS3S,BS4D,BS4S,BS5D,BS5S,BS6D,BS6S,BS7D,BS7D,PS1D,PS1S,PS2D,PS2S,PS3D,PS3S,PS4D,PS4S,PS5D,PS5S,PS6D,PS6S,PS7D,PS7S
COG37113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37114,0,0,0,0,0,0,0,0,0,0,0,0,0.00666667,0.00666667,0,0,0,0,0,0,0,0.00666667,0,0,0,0,0,0.00666667
COG37115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3712,0.0040005,0.00600075,0.0100013,0.0120015,0.0140018,0.00200025,0.0220028,0.016002,0.016002,0.0040005,0.0180023,0.008001,0.0380048,0.0380048,0,0.00200025,0.0040005,0,0,0.00200025,0,0.00200025,0,0,0,0.00200025,0,0.0040005
COG37121,0,0,0,0,0,0,0,0,0.00465116,0.00465116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408163,0,0,0,0,0,0,0,0,0,0,0,0
COG37125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00884956,0.00884956,0,0.00884956,0,0,0.00884956,0,0,0,0,0
COG37127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652174,0,0,0.0217391,0,0,0.0217391
COG37130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37132,0.00497512,0.00497512,0,0.00497512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37133,0,0,0,0,0,0,0,0,0.0103093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37135,0.0195865,0.0304679,0.0054407,0.00870511,0.0163221,0.00761697,0.00761697,0.0119695,0.0054407,0.00108814,0.0130577,0.0054407,0.0282916,0.0282916,0.0631121,0.118607,0.12296,0.124048,0.0968444,0.0903156,0.142546,0.152339,0.0750816,0.0674646,0.109902,0.0272035,0.149075,0.0272035
COG37136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37137,0.00746269,0,0.00373134,0,0.00373134,0.011194,0.011194,0.00746269,0.0149254,0.011194,0.0149254,0.00746269,0.00746269,0.00746269,0.00373134,0,0,0,0.00746269,0,0.00373134,0,0,0,0.00373134,0.00373134,0.00373134,0.00373134
COG37138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37143,0.0192308,0.0192308,0,0,0.0192308,0,0,0,0,0,0,0,0,0,0,0,0.0192308,0,0,0,0,0.0384615,0,0.0192308,0,0,0,0
COG37144,0,0.0163934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163934,0,0,0,0,0,0,0,0,0,0
COG37145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666667,0,0.00666667,0.00666667,0.00666667,0,0.00666667,0,0,0,0,0,0
COG37146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37147,0,0.0378788,0,0,0,0.00378788,0.00378788,0.00757576,0.00378788,0,0.00378788,0,0,0,0,0.0340909,0.0113636,0.0113636,0.00378788,0,0.0113636,0.00757576,0.00757576,0.00378788,0.00757576,0,0,0
COG37148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37150,0,0,0,0,0,0,0,0,0,0,0,0,0.0487805,0.0487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151515
COG37154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37156,0,0.00657895,0,0,0,0.00657895,0.0131579,0.0197368,0.0131579,0.00657895,0.0131579,0,0.00657895,0.00657895,0,0.0131579,0.0460526,0.0460526,0.0131579,0.0263158,0.0460526,0.0460526,0.0526316,0.0197368,0.0592105,0.00657895,0.0263158,0
COG37157,0,0,0,0,0,0.00389105,0,0,0,0.00389105,0,0,0.00389105,0.00389105,0,0.00389105,0.00389105,0,0,0.00389105,0,0,0,0,0,0,0,0
COG37158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37160,0,0,0.0243902,0,0.0243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114943,0.0114943,0,0,0.0114943,0.0229885,0,0,0,0,0,0,0,0
COG37166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37169,0.00316456,0.0411392,0,0,0.00949367,0.0348101,0.0411392,0.0253165,0.00949367,0,0,0,0,0,0.0189873,0.0253165,0.00949367,0.00316456,0.0126582,0.028481,0.0253165,0.0348101,0.0253165,0.00316456,0,0.00632911,0,0
COG37170,0,0.0212766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37171,0,0.00158228,0,0,0,0,0,0,0,0.00158228,0,0,0,0,0,0,0,0,0,0,0.00158228,0.00316456,0,0,0,0.00158228,0,0.00791139
COG37172,0,0,0,0,0,0,0,0,0,0,0,0,0.0102041,0.0102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37176,0,0.0143541,0,0.00956938,0.0191388,0.0143541,0.0143541,0.0143541,0.0191388,0.00478469,0.00478469,0,0.0191388,0.0191388,0.0287081,0.0382775,0.0382775,0.0143541,0.076555,0.0430622,0.0478469,0.0287081,0.0430622,0.0191388,0.062201,0.00478469,0.0334928,0.00956938
COG37177,0,0,0,0,0,0,0.00462963,0,0.00462963,0.00231481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044843,0,0.0179372,0,0,0.0044843,0.0044843,0,0.0044843,0,0.0044843,0.0044843,0.00896861
COG37182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37190,0,0.00573066,0.00286533,0.0143266,0,0.00573066,0.00859599,0.0143266,0.0143266,0.00573066,0,0.0114613,0.00286533,0.00286533,0.00859599,0.00859599,0.0114613,0.00286533,0,0.00286533,0.00286533,0,0.00573066,0.00573066,0,0.0143266,0.0143266,0.017192
COG37191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380952,0,0.0190476,0,0.0190476,0,0,0,0.0190476,0.00952381,0,0,0.0285714,0
COG37194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222222,0,0.0444444,0,0,0,0,0,0,0,0
COG37195,0,0.0019802,0,0.0039604,0.0019802,0.0039604,0,0,0,0,0,0,0,0,0,0.0118812,0.0138614,0.0257426,0.00594059,0.00594059,0.00594059,0.00792079,0.0019802,0.0039604,0.0019802,0,0,0
COG37196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37204,0,0,0,0,0,0,0,0,0,0,0,0,0.00917431,0.00917431,0.00458716,0.00458716,0,0,0,0,0,0,0.00458716,0,0.00458716,0,0.0137615,0
COG37205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3721,0.0140695,0.162804,0.0703476,0.0904469,0.0321589,0.0803973,0.114566,0.112556,0.0844171,0.118586,0.030149,0.110546,0.0241192,0.0241192,0.0160795,0.0200993,0.00803973,0.00803973,0.00200993,0.0120596,0.0200993,0.030149,0.00602979,0.00401986,0.00200993,0.0160795,0.0160795,0.0381887
COG37211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37212,0,0,0,0,0,0,0,0,0.0111111,0,0,0.0111111,0.0111111,0.0111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37217,0.0203562,0.0330789,0.0127226,0.0229008,0.0305344,0.0254453,0.0508906,0.0661578,0.0508906,0.0712468,0.0407125,0.0407125,0.0203562,0.0203562,0.0203562,0.043257,0.0330789,0.0534351,0.0279898,0.0305344,0.086514,0.114504,0.0356234,0.0356234,0.0254453,0.0254453,0.0279898,0.0203562
COG37218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3722,0.0483176,0.0980564,0.039791,0.0483176,0.0241588,0.0213166,0.0980564,0.039791,0.0412121,0.0454754,0.0341066,0.0383699,0.0497387,0.0497387,0.0255799,0.0326855,0.0184744,0.0113689,0.00852664,0.01279,0.0113689,0.0341066,0.0170533,0.0227377,0.00568443,0.0241588,0.0468965,0.0454754
COG37221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37222,0,0,0.00611621,0,0,0.0030581,0,0.00611621,0.0152905,0,0.00611621,0.0030581,0.0152905,0.0152905,0.0030581,0,0,0.0030581,0,0,0.00611621,0.00611621,0,0,0.0030581,0,0.0030581,0
COG37223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37224,0,0.0588235,0,0.0147059,0.0588235,0.0147059,0.0294118,0.0588235,0,0.0294118,0,0,0.0147059,0.0147059,0,0.0735294,0.132353,0.132353,0.117647,0.0735294,0.147059,0.147059,0.0735294,0.0441176,0.0588235,0,0.0441176,0.0294118
COG37225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37233,0,0,0,0,0,0,0,0,0,0,0,0.00341297,0.00341297,0.00341297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37236,0,0,0.0149254,0,0,0,0,0,0.0597015,0,0.0298507,0,0.0447761,0.0447761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3724,0.010369,0.00740641,0.00592513,0.00592513,0.00740641,0.0162941,0.0192567,0.0192567,0.0177754,0.0266631,0.0207379,0.0177754,0.00888769,0.00888769,0.00148128,0.00592513,0.00444385,0.00296256,0.00296256,0.00444385,0.0192567,0.0118503,0.00148128,0.010369,0.00148128,0.00592513,0.00444385,0.00740641
COG37241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37242,0,0,0,0.030303,0,0,0.0454545,0.030303,0.0151515,0.030303,0,0,0.0151515,0.0151515,0,0,0,0,0,0,0.0151515,0,0,0,0,0,0,0
COG37243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37245,0,0.00387597,0,0.00193798,0,0,0,0,0.00968992,0.00581395,0,0.00581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37249,0,0,0,0,0,0,0.02,0.04,0,0,0,0.02,0.02,0.02,0,0,0.08,0.02,0.04,0.04,0.12,0.22,0.04,0.04,0.02,0.02,0.08,0.04
COG37250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172414,0.0344828,0,0,0,0,0,0,0,0,0,0
COG37253,0,0,0,0,0,0,0.00119474,0,0.00119474,0,0.00119474,0,0.00238949,0.00238949,0,0.0167264,0.00477897,0.00119474,0.00955795,0.00238949,0.0430108,0.00955795,0.0155317,0.00238949,0.0083632,0,0.0191159,0
COG37254,0.0243902,0.0304878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37256,0,0.00689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00689655,0,0.00689655,0,0,0,0,0,0,0,0,0,0
COG37257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37260,0,0.02,0.08,0,0.04,0,0.02,0.06,0.04,0.02,0.06,0.04,0.08,0.08,0,0.06,0.08,0.06,0.12,0.04,0.18,0.16,0.2,0.14,0.14,0.02,0.16,0.04
COG37261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37263,0,0,0,0.00208768,0.00417537,0,0.00208768,0.00208768,0.00626305,0.00835073,0.00208768,0.00208768,0.00417537,0.00417537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208768
COG37264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37265,0,0.00478469,0,0.00478469,0,0,0,0.00478469,0,0.00956938,0,0.00478469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149254,0.0149254,0,0,0,0,0,0
COG37270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37274,0.00536193,0,0,0,0,0,0.00268097,0.00268097,0,0.00268097,0.00268097,0,0.00536193,0.00536193,0,0,0,0,0,0,0,0,0,0.00268097,0,0,0,0
COG37275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123457,0,0,0,0,0,0,0,0,0,0,0,0
COG37276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37278,0,0,0,0.0238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37285,0.00189036,0.00189036,0.00189036,0,0.00189036,0.00189036,0,0.00189036,0.00189036,0.00189036,0.00189036,0,0.00378072,0.00378072,0.00189036,0.00189036,0,0.00378072,0.00189036,0.00567108,0,0,0.00378072,0.00189036,0,0.00378072,0.00189036,0.00378072
COG37286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37289,0.553191,0.138298,0.191489,0.0744681,0.106383,0.0425532,0.106383,0.0638298,0.223404,0.0638298,0.180851,0.0319149,0.180851,0.180851,0.106383,0.0638298,0.0319149,0.0425532,0.0106383,0.0106383,0.0212766,0.0319149,0.0319149,0.0319149,0.0106383,0.0531915,0.106383,0.12766
COG37290,0,0,0.0363636,0,0,0,0,0,0.0181818,0,0.0727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37293,0,0,0,0,0,0,0,0,0.00183824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0.015625,0.03125,0.015625,0.015625,0,0.046875,0.015625,0,0,0.015625,0
COG37296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG37297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
